accession,biosample,bioproject,studyId,dri_orcids
ERR15958709,ERS27942503,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958710,ERS27942503,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958711,ERS27942504,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958712,ERS27942504,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958713,ERS27942505,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958714,ERS27942505,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958715,ERS27942506,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958716,ERS27942506,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958717,ERS27942507,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958718,ERS27942507,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958719,ERS27942508,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958720,ERS27942508,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958721,ERS27942509,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958722,ERS27942509,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958723,ERS27942510,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958724,ERS27942510,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958725,ERS27942511,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958726,ERS27942511,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958727,ERS27942512,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958728,ERS27942512,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958729,ERS27942513,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958730,ERS27942513,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958731,ERS27942514,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958732,ERS27942514,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958733,ERS27942515,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958734,ERS27942515,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958735,ERS27942516,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958736,ERS27942516,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958737,ERS27942517,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958738,ERS27942517,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958739,ERS27942518,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958740,ERS27942518,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958741,ERS27942519,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958742,ERS27942519,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958743,ERS27942520,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958744,ERS27942520,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958745,ERS27942521,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958746,ERS27942521,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958747,ERS27942522,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958748,ERS27942522,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958749,ERS27942523,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958750,ERS27942523,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958751,ERS27942524,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958752,ERS27942524,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958753,ERS27942525,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958754,ERS27942526,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958755,ERS27942525,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958756,ERS27942526,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958757,ERS27942527,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958758,ERS27942527,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958759,ERS27942528,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958760,ERS27942528,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958761,ERS27942529,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958762,ERS27942529,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958763,ERS27942530,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958764,ERS27942530,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958765,ERS27942531,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958766,ERS27942531,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958767,ERS27942532,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958768,ERS27942532,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958769,ERS27942532,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958770,ERS27942533,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958771,ERS27942533,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958784,ERS27942534,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958785,ERS27942534,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958786,ERS27942535,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958787,ERS27942535,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958788,ERS27942536,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958789,ERS27942536,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958790,ERS27942537,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958791,ERS27942537,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958792,ERS27942538,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958793,ERS27942538,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958794,ERS27942538,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958795,ERS27942539,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958796,ERS27942539,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958797,ERS27942540,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958798,ERS27942540,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958799,ERS27942541,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958800,ERS27942541,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958801,ERS27942542,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958802,ERS27942542,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958803,ERS27942543,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958804,ERS27942543,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958805,ERS27942544,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958806,ERS27942544,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958807,ERS27942545,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958808,ERS27942546,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958809,ERS27942545,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958810,ERS27942546,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958811,ERS27942547,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958812,ERS27942547,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958813,ERS27942548,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958814,ERS27942548,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958815,ERS27942549,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958816,ERS27942549,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958817,ERS27942550,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958818,ERS27942550,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958819,ERS27942551,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958820,ERS27942551,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958821,ERS27942552,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958822,ERS27942552,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958823,ERS27942552,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958824,ERS27942553,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958825,ERS27942553,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958826,ERS27942554,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958827,ERS27942554,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958828,ERS27942555,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958829,ERS27942556,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958830,ERS27942557,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958831,ERS27942557,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958832,ERS27942558,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958833,ERS27942558,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958834,ERS27942559,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958835,ERS27942559,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958836,ERS27942561,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958837,ERS27942560,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958838,ERS27942562,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958839,ERS27942564,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958840,ERS27942563,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958841,ERS27942566,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958842,ERS27942567,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958843,ERS27942569,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958844,ERS27942568,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958845,ERS27942569,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958846,ERS27942571,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958847,ERS27942570,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958848,ERS27942571,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958849,ERS27942572,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958850,ERS27942572,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958851,ERS27942573,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958852,ERS27942573,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958853,ERS27942574,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958854,ERS27942574,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958855,ERS27942575,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958856,ERS27942575,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958857,ERS27942576,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958858,ERS27942576,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958859,ERS27942577,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958860,ERS27942577,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958861,ERS27942578,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958862,ERS27942578,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958863,ERS27942579,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958864,ERS27942579,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958865,ERS27942580,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958866,ERS27942580,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958867,ERS27942581,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958868,ERS27942582,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958869,ERS27942581,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958870,ERS27942582,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958871,ERS27942582,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958872,ERS27942583,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958873,ERS27942583,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958874,ERS27942584,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958875,ERS27942584,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958876,ERS27942585,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958877,ERS27942585,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958878,ERS27942586,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958879,ERS27942586,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958880,ERS27942587,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958881,ERS27942587,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958882,ERS27942588,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958883,ERS27942588,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958884,ERS27942589,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958885,ERS27942589,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958886,ERS27942590,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958887,ERS27942590,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958888,ERS27942591,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958889,ERS27942591,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958890,ERS27942592,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958891,ERS27942593,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958892,ERS27942592,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958893,ERS27942593,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958894,ERS27942594,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958895,ERS27942594,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958896,ERS27942595,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958897,ERS27942595,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958898,ERS27942596,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958899,ERS27942596,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958900,ERS27942597,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958901,ERS27942598,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958902,ERS27942598,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958903,ERS27942599,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958904,ERS27942599,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958905,ERS27942600,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958906,ERS27942600,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958907,ERS27942601,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958908,ERS27942601,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958909,ERS27942602,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958910,ERS27942602,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958911,ERS27942603,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958912,ERS27942604,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958913,ERS27942603,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958914,ERS27942606,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958915,ERS27942605,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958916,ERS27942604,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958917,ERS27942606,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958918,ERS27942607,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958919,ERS27942607,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958920,ERS27942608,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958921,ERS27942609,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958922,ERS27942610,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958923,ERS27942610,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958924,ERS27942611,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958925,ERS27942611,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958926,ERS27942612,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958927,ERS27942612,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958928,ERS27942613,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958929,ERS27942613,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958930,ERS27942614,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958931,ERS27942614,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958932,ERS27942615,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958933,ERS27942615,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958934,ERS27942616,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958935,ERS27942617,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958936,ERS27942616,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958937,ERS27942618,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958938,ERS27942617,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958939,ERS27942618,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958940,ERS27942619,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958941,ERS27942619,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958942,ERS27942620,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958943,ERS27942620,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958944,ERS27942621,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958945,ERS27942621,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958946,ERS27942622,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958947,ERS27942622,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958948,ERS27942623,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958949,ERS27942623,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958950,ERS27942624,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958951,ERS27942625,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958952,ERS27942625,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958953,ERS27942626,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958954,ERS27942627,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958955,ERS27942627,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958956,ERS27942628,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958957,ERS27942628,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958958,ERS27942629,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958959,ERS27942629,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958960,ERS27942630,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958961,ERS27942630,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958962,ERS27942631,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958963,ERS27942631,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958964,ERS27942632,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958965,ERS27942632,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958966,ERS27942633,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958967,ERS27942634,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958968,ERS27942633,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15958969,ERS27942634,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
